Date,Open,High,Low,Price_USD,Volume,USD_Index,Inflation_Rate,Interest_Rate
2007-03-12,962.55,962.94,958.78,961.15,77137,103.43,2.94,5.9
2007-03-13,962.04,964.41,957.35,959.83,112283,99.02,3.2,5.84
2007-03-14,959.99,961.1,959.32,959.58,67944,109.14,3.42,5.97
2007-03-15,955.83,959.24,954.52,954.88,222308,100.33,2.94,5.92
2007-03-16,953.08,956.65,948.97,952.83,103275,101.88,3.27,5.43
2007-03-19,958.79,964.48,954.79,956.82,73031,105.34,3.13,5.6
2007-03-20,962.99,966.6,958.51,962.08,62995,104.15,2.98,5.79
2007-03-21,958.92,962.72,954.03,958.73,143058,107.69,3.08,6.01
2007-03-22,956.55,959.46,954.28,957.32,76180,105.39,3.4,5.77
2007-03-23,957.86,961.98,957.34,957.62,114917,103.39,3.03,5.92
2007-03-26,960.95,961.51,957.36,959.56,62279,106.18,3.4,5.96
2007-03-27,958.26,960.22,956.25,957.49,101526,106.5,3.05,5.95
2007-03-28,960.25,961.65,956.49,959.15,76545,101.92,2.72,5.79
2007-03-29,961.96,962.43,956.18,958.1,87015,105.99,3.04,5.7
2007-03-30,959.2,962.5,953.32,958.44,71789,103.03,2.7,5.67
2007-04-02,959.31,961.49,957.15,961.18,148783,103.29,3.0,6.32
2007-04-03,964.13,967.93,960.56,961.58,81112,103.9,2.99,5.94
2007-04-04,956.7,962.33,955.44,960.64,93210,102.6,3.53,6.15
2007-04-05,957.57,964.12,955.17,960.69,95029,102.47,3.48,5.75
2007-04-06,961.77,964.6,959.04,960.8,188133,106.02,3.1,6.06
2007-04-09,962.26,963.41,960.66,960.77,140944,99.73,3.38,5.8
2007-04-10,956.78,965.7,947.63,960.37,135438,100.9,2.98,5.87
2007-04-11,964.49,966.97,959.53,965.6,52514,105.18,2.72,5.83
2007-04-12,965.93,973.53,963.67,967.69,75920,103.29,3.21,5.74
2007-04-13,965.76,968.85,962.02,967.17,158807,105.96,3.17,5.74
2007-04-16,973.15,973.21,969.85,970.4,61798,104.34,2.84,5.87
2007-04-17,971.82,975.27,966.82,969.77,102089,100.11,2.85,5.79
2007-04-18,973.68,974.08,973.02,973.74,64466,103.56,3.31,5.89
2007-04-19,973.66,976.06,968.31,975.26,67106,104.72,2.65,5.75
2007-04-20,971.37,980.23,967.45,975.32,193361,103.97,3.21,5.98
2007-04-23,981.97,982.83,972.55,977.8,131624,102.19,3.0,5.81
2007-04-24,975.09,978.23,968.8,973.36,146276,102.72,3.22,6.12
2007-04-25,968.24,972.57,963.55,970.3,135062,102.04,3.32,5.87
2007-04-26,969.13,974.19,964.6,967.04,93366,100.17,2.86,5.86
2007-04-27,967.65,972.61,967.49,967.86,74858,99.81,2.79,6.12
2007-04-30,973.42,980.93,971.06,974.26,84049,104.37,3.44,5.8
2007-05-01,982.8,983.31,974.11,981.52,91424,101.13,3.06,5.82
2007-05-02,981.7,987.72,977.73,983.89,200890,104.73,3.16,5.77
2007-05-03,984.81,988.82,982.02,985.83,57841,101.78,3.3,5.91
2007-05-04,981.0,982.75,977.45,980.64,79105,100.04,2.83,5.77
2007-05-07,978.61,980.4,977.79,980.08,68515,102.31,3.3,6.0
2007-05-08,980.0,981.59,974.84,978.04,150640,108.59,3.23,5.87
2007-05-09,981.99,985.2,972.82,976.51,207215,103.13,3.44,6.01
2007-05-10,974.17,979.21,973.57,976.38,111693,104.99,3.44,5.99
2007-05-11,970.45,976.43,967.64,975.32,115428,103.81,3.09,5.81
2007-05-14,964.53,975.93,962.83,970.36,102388,99.93,3.26,5.77
2007-05-15,972.59,975.18,970.7,973.03,117593,107.03,3.09,5.83
2007-05-16,968.2,974.81,965.59,970.13,134492,102.83,3.11,5.89
2007-05-17,971.86,976.34,967.89,971.25,117038,100.16,2.79,5.93
2007-05-18,978.39,983.06,972.67,978.0,120515,102.07,3.02,5.95
2007-05-21,971.59,980.96,969.61,976.28,134613,102.86,2.63,5.88
2007-05-22,963.64,977.89,956.32,968.92,48469,105.33,3.04,5.78
2007-05-23,969.29,971.7,965.53,968.43,98795,101.76,3.4,5.8
2007-05-24,972.57,973.75,971.35,972.18,111533,109.97,3.27,5.96
2007-05-25,977.33,979.43,975.65,978.58,116594,101.0,3.1,5.79
2007-05-28,971.05,977.13,965.32,975.91,92193,104.91,3.02,5.97
2007-05-29,979.2,980.11,972.34,977.82,105271,98.42,2.94,5.98
2007-05-30,980.5,983.45,972.11,976.78,74016,103.06,2.85,6.12
2007-05-31,977.65,983.42,973.81,976.84,48536,104.29,3.28,5.82
2007-06-01,982.89,991.22,982.43,985.4,146276,100.47,2.69,5.84
2007-06-04,981.99,983.74,981.11,981.86,62708,107.06,2.69,5.54
2007-06-05,979.0,985.56,977.95,983.03,92579,104.38,3.3,5.75
2007-06-06,988.0,991.0,982.36,984.87,73155,102.48,3.13,5.75
2007-06-07,988.88,992.93,983.52,988.64,186242,104.29,3.09,5.97
2007-06-08,984.09,993.36,984.04,989.33,95620,101.74,3.13,6.16
2007-06-11,990.53,995.35,985.5,991.42,87187,106.33,3.58,5.98
2007-06-12,991.97,994.37,989.07,990.59,133138,105.75,3.09,6.04
2007-06-13,990.83,995.34,990.32,991.82,233886,104.13,3.15,5.79
2007-06-14,990.32,991.28,986.77,991.14,116107,104.73,3.59,5.71
2007-06-15,989.83,1000.62,987.44,993.48,84883,99.48,3.06,5.86
2007-06-18,995.14,1002.09,991.31,993.45,130435,106.84,3.51,5.8
2007-06-19,993.09,997.14,993.0,995.03,52624,102.91,2.55,5.77
2007-06-20,988.89,996.93,985.43,995.33,100566,105.72,2.79,5.93
2007-06-21,998.15,1000.28,992.68,999.26,219165,104.99,2.91,5.72
2007-06-22,1002.44,1004.94,997.47,999.5,105145,105.63,3.22,6.02
2007-06-25,993.9,1002.86,992.06,995.06,103064,100.54,3.52,5.84
2007-06-26,1004.63,1011.3,998.12,999.42,99534,100.81,2.93,5.89
2007-06-27,998.25,1001.55,988.98,996.97,84272,108.76,3.32,5.91
2007-06-28,996.32,999.28,994.53,995.31,111948,99.36,3.64,5.83
2007-06-29,993.45,994.38,990.45,993.84,134606,100.43,3.47,6.09
2007-07-02,999.08,1002.43,996.21,999.28,86445,103.22,2.98,5.66
2007-07-03,992.19,996.69,987.51,992.98,36450,103.3,3.3,6.09
2007-07-04,1002.33,1008.78,994.93,1003.24,118924,101.72,3.17,5.85
2007-07-05,1008.58,1015.64,1003.67,1006.98,231711,104.57,2.92,6.04
2007-07-06,1005.26,1014.37,1000.9,1008.09,84922,105.27,3.19,5.93
2007-07-09,1005.8,1013.64,999.1,1009.06,54804,102.96,2.96,6.03
2007-07-10,1006.96,1011.42,1002.83,1010.37,129439,102.32,3.11,5.88
2007-07-11,1018.64,1026.48,1008.3,1012.43,198299,102.91,2.74,5.94
2007-07-12,1016.5,1017.76,1011.75,1014.89,121996,101.69,2.64,6.07
2007-07-13,1018.0,1018.13,1009.04,1017.07,196787,98.67,3.01,5.92
2007-07-16,1015.28,1024.35,1008.54,1018.51,135600,103.65,3.16,6.1
2007-07-17,1020.19,1021.41,1013.16,1018.28,130972,104.81,2.8,5.96
2007-07-18,1017.84,1023.0,1015.97,1018.2,80241,102.52,3.22,5.79
2007-07-19,1018.63,1020.33,1017.0,1017.98,110653,97.24,3.1,5.85
2007-07-20,1019.03,1027.63,1015.39,1022.02,97558,101.43,3.25,6.04
2007-07-23,1025.59,1025.89,1020.35,1025.1,96230,105.09,3.32,5.72
2007-07-24,1014.76,1023.9,1008.63,1016.05,89183,99.33,3.42,6.02
2007-07-25,1016.22,1021.56,1015.15,1018.56,108038,104.64,3.24,5.85
2007-07-26,1021.83,1024.47,1017.2,1019.59,58774,101.77,3.01,5.71
2007-07-27,1015.23,1020.14,1014.67,1019.93,136582,102.83,3.14,5.94
2007-07-30,1021.57,1025.06,1018.66,1019.84,69487,101.17,3.67,5.8
2007-07-31,1025.97,1028.71,1020.04,1023.86,89312,100.0,3.34,5.82
2007-08-01,1024.62,1045.74,1020.54,1027.33,112670,106.39,3.11,5.81
2007-08-02,1022.72,1029.42,1021.63,1025.24,68124,104.86,3.05,5.92
2007-08-03,1026.27,1030.5,1023.42,1026.96,44954,104.42,2.94,5.85
2007-08-06,1025.85,1028.41,1018.65,1024.99,84692,105.1,2.8,5.97
2007-08-07,1020.48,1027.36,1012.53,1020.95,55690,104.13,3.52,6.06
2007-08-08,1020.66,1025.15,1019.05,1019.34,131258,105.25,3.21,5.99
2007-08-09,1027.92,1035.66,1017.86,1022.51,62230,101.19,2.78,6.18
2007-08-10,1024.43,1033.52,1013.49,1025.99,178806,106.26,3.06,6.22
2007-08-13,1023.53,1034.91,1017.17,1028.82,98487,106.01,3.42,5.87
2007-08-14,1034.14,1038.73,1028.59,1031.58,101080,103.71,2.99,5.74
2007-08-15,1038.89,1043.06,1032.67,1033.67,44700,102.01,2.9,5.87
2007-08-16,1033.21,1037.11,1030.17,1031.99,104604,99.69,3.19,5.93
2007-08-17,1030.43,1035.15,1029.8,1033.81,95599,103.3,3.27,6.24
2007-08-20,1037.21,1039.95,1036.4,1037.6,58709,106.9,2.99,5.86
2007-08-21,1036.98,1049.1,1030.4,1040.48,102222,99.76,2.95,5.95
2007-08-22,1046.81,1054.78,1043.19,1044.79,84189,105.16,3.22,5.81
2007-08-23,1043.3,1047.57,1038.76,1047.54,90516,101.4,2.82,5.86
2007-08-24,1048.17,1057.32,1040.57,1049.12,99743,101.6,2.97,5.73
2007-08-27,1050.68,1060.13,1048.47,1053.86,81749,99.57,3.08,5.69
2007-08-28,1054.59,1056.49,1046.08,1054.19,108943,100.63,3.29,6.12
2007-08-29,1050.52,1060.13,1046.89,1051.68,95356,104.15,3.0,6.07
2007-08-30,1052.11,1053.03,1045.99,1051.55,119265,104.47,3.25,5.86
2007-08-31,1049.58,1052.28,1046.8,1049.51,79899,103.15,3.4,6.07
2007-09-03,1045.36,1049.33,1041.25,1048.47,64474,101.32,2.99,5.72
2007-09-04,1050.38,1050.75,1048.37,1048.4,74343,99.81,3.92,5.89
2007-09-05,1046.05,1046.47,1045.74,1046.21,175793,102.75,3.47,5.94
2007-09-06,1042.5,1047.8,1035.76,1045.6,144695,101.69,3.19,6.11
2007-09-07,1046.79,1051.87,1036.42,1039.8,160388,103.19,3.07,5.95
2007-09-10,1043.17,1044.89,1032.49,1041.68,164898,101.84,2.98,6.0
2007-09-11,1041.62,1043.93,1040.62,1042.1,81917,101.9,3.54,5.85
2007-09-12,1044.24,1045.08,1039.1,1039.83,111115,103.06,3.18,5.96
2007-09-13,1048.16,1052.18,1034.84,1042.4,101756,103.52,2.77,6.11
2007-09-14,1045.45,1051.02,1043.79,1045.9,128516,105.66,2.7,5.68
2007-09-17,1042.89,1044.06,1041.42,1041.8,87933,101.8,3.16,6.09
2007-09-18,1036.63,1040.21,1032.52,1039.71,102456,104.03,3.16,5.89
2007-09-19,1037.15,1039.74,1035.49,1037.61,101611,107.2,2.9,5.71
2007-09-20,1034.33,1038.68,1031.24,1034.95,122137,104.15,2.76,5.88
2007-09-21,1038.64,1041.64,1028.71,1038.07,128320,105.59,2.64,6.11
2007-09-24,1039.65,1041.96,1034.72,1038.61,102484,101.13,2.95,5.85
2007-09-25,1039.9,1042.86,1034.23,1038.16,103735,100.88,3.05,5.97
2007-09-26,1032.77,1037.28,1031.38,1032.04,108051,102.35,3.31,5.68
2007-09-27,1030.76,1036.55,1028.24,1034.51,190731,102.59,3.11,5.65
2007-09-28,1027.99,1032.79,1019.12,1030.89,49414,105.44,3.41,5.76
2007-10-01,1030.57,1040.42,1026.21,1032.26,66978,100.92,3.3,6.07
2007-10-02,1032.7,1033.88,1026.91,1033.57,129245,102.51,3.28,5.92
2007-10-03,1041.69,1046.33,1037.51,1038.42,109964,105.37,3.4,6.09
2007-10-04,1030.95,1041.47,1027.62,1034.56,109655,103.26,2.81,6.1
2007-10-05,1024.07,1029.38,1021.02,1025.17,128926,102.8,3.02,5.81
2007-10-08,1029.87,1029.94,1017.82,1026.93,107537,103.4,3.76,6.16
2007-10-09,1032.25,1035.83,1032.2,1033.18,78927,99.92,2.68,5.84
2007-10-10,1039.06,1044.42,1036.54,1037.63,126946,99.83,3.09,6.07
2007-10-11,1038.29,1041.97,1033.59,1038.73,99543,98.71,3.28,6.07
2007-10-12,1038.33,1040.84,1035.62,1037.53,82534,103.21,2.7,5.94
2007-10-15,1040.64,1050.69,1033.5,1041.36,130111,104.94,2.98,5.94
2007-10-16,1040.66,1044.04,1027.47,1038.58,128080,104.59,3.67,5.97
2007-10-17,1035.73,1043.99,1033.51,1040.55,107571,105.52,3.22,5.94
2007-10-18,1041.48,1046.97,1036.29,1042.62,196191,106.27,3.03,5.87
2007-10-19,1047.45,1049.8,1046.22,1046.52,167834,102.95,3.23,5.86
2007-10-22,1058.55,1059.16,1055.48,1056.86,147376,102.32,3.04,5.87
2007-10-23,1063.33,1067.95,1056.02,1058.59,275556,106.15,3.61,6.11
2007-10-24,1056.07,1060.15,1053.16,1057.31,93098,100.72,2.94,5.69
2007-10-25,1062.34,1068.2,1050.72,1057.64,81967,99.53,3.06,5.85
2007-10-26,1050.1,1055.58,1038.92,1052.18,139266,101.68,2.82,5.88
2007-10-29,1055.27,1061.03,1047.97,1051.08,89227,101.4,3.12,5.9
2007-10-30,1052.71,1053.57,1042.49,1050.14,99187,102.67,3.16,5.97
2007-10-31,1045.95,1053.8,1043.61,1048.82,66544,100.44,3.5,5.73
2007-11-01,1050.71,1051.34,1042.98,1049.74,125827,103.48,2.95,6.08
2007-11-02,1047.28,1051.49,1043.87,1047.44,54808,101.16,3.33,6.06
2007-11-05,1054.31,1055.59,1045.58,1052.34,94980,105.6,3.23,6.03
2007-11-06,1052.05,1056.83,1051.1,1052.76,98111,99.54,2.74,5.9
2007-11-07,1052.17,1055.52,1049.61,1053.14,82916,102.17,3.04,5.82
2007-11-08,1056.79,1057.64,1051.99,1052.47,48879,101.69,3.03,5.88
2007-11-09,1053.09,1055.56,1051.7,1053.4,48734,103.1,3.64,5.94
2007-11-12,1059.97,1066.71,1054.54,1057.35,73242,104.79,3.37,6.03
2007-11-13,1054.17,1054.95,1050.08,1054.88,122469,103.17,3.27,5.92
2007-11-14,1058.38,1060.86,1048.7,1053.11,110809,102.2,2.16,5.99
2007-11-15,1050.38,1055.25,1048.23,1052.52,98068,104.26,2.76,5.87
2007-11-16,1046.55,1049.04,1045.52,1048.48,69297,104.68,3.42,5.98
2007-11-19,1051.76,1054.07,1043.64,1046.97,113148,103.26,3.44,5.9
2007-11-20,1044.42,1051.6,1036.22,1045.81,48068,103.57,3.06,5.97
2007-11-21,1054.15,1059.16,1048.23,1049.11,37849,104.18,3.26,5.67
2007-11-22,1053.21,1058.19,1050.18,1050.4,89569,98.44,3.24,6.01
2007-11-23,1050.97,1053.54,1050.07,1051.46,79346,101.66,3.3,6.02
2007-11-26,1049.73,1059.54,1049.37,1055.48,148044,103.44,3.17,6.02
2007-11-27,1055.38,1055.78,1053.55,1055.44,105155,101.77,3.47,5.79
2007-11-28,1057.48,1058.11,1054.73,1057.16,191050,101.76,3.55,5.83
2007-11-29,1060.93,1063.52,1052.45,1057.23,79277,103.41,3.03,5.81
2007-11-30,1063.58,1068.58,1056.53,1058.53,119935,103.46,2.98,5.99
2007-12-03,1055.62,1057.97,1054.98,1057.79,89240,103.64,3.09,6.04
2007-12-04,1052.64,1054.34,1047.18,1050.11,171559,100.57,3.3,5.83
2007-12-05,1052.5,1055.39,1046.66,1050.09,90978,99.01,3.38,6.14
2007-12-06,1058.62,1061.43,1054.35,1055.22,138935,104.51,3.49,6.13
2007-12-07,1060.31,1064.98,1055.52,1058.72,64148,100.61,3.54,5.96
2007-12-10,1056.96,1068.51,1056.72,1063.15,83609,100.39,3.4,5.99
2007-12-11,1067.23,1069.44,1064.54,1067.72,95452,100.11,3.37,5.69
2007-12-12,1064.74,1071.56,1062.39,1068.45,163630,105.24,3.73,5.86
2007-12-13,1068.88,1074.75,1066.8,1069.53,40991,102.88,3.32,5.75
2007-12-14,1071.02,1072.85,1067.48,1067.88,86417,103.22,3.47,5.8
2007-12-17,1069.01,1073.58,1063.65,1068.03,85255,104.09,3.41,6.02
2007-12-18,1074.21,1075.81,1065.23,1070.53,43010,102.23,3.29,6.05
2007-12-19,1076.12,1082.86,1071.85,1075.02,81992,104.82,3.3,6.06
2007-12-20,1070.78,1077.33,1068.27,1074.97,53302,99.3,3.67,5.98
2007-12-21,1065.75,1075.57,1061.24,1073.87,38860,99.59,3.32,6.02
2007-12-24,1075.58,1080.57,1072.76,1075.1,88882,99.44,3.27,5.7
2007-12-25,1076.87,1079.48,1068.45,1077.56,87688,103.32,3.17,5.75
2007-12-26,1069.95,1077.1,1068.75,1073.1,89502,103.58,3.47,5.91
2007-12-27,1060.35,1073.71,1051.33,1065.78,109222,101.21,3.24,6.03
2007-12-28,1062.01,1065.46,1061.5,1064.36,69441,101.82,3.45,5.88
2007-12-31,1060.86,1061.56,1059.76,1061.48,202064,105.6,3.42,5.74
2008-01-01,1062.32,1065.96,1059.89,1060.2,97409,100.71,3.28,5.84
2008-01-02,1060.73,1065.73,1059.74,1060.13,165143,103.19,3.04,5.8
2008-01-03,1064.14,1066.35,1055.76,1059.04,50414,100.74,3.13,5.69
2008-01-04,1061.01,1066.99,1056.13,1064.31,70699,105.14,3.18,6.28
2008-01-07,1069.44,1071.61,1064.48,1066.62,129900,103.95,3.16,6.13
2008-01-08,1068.2,1071.77,1063.55,1068.05,90162,98.87,3.52,5.65
2008-01-09,1072.8,1076.72,1060.1,1070.57,64262,101.68,3.95,5.66
2008-01-10,1065.76,1070.02,1063.91,1067.16,47313,97.17,3.29,5.83
2008-01-11,1074.53,1080.62,1069.57,1071.08,132360,104.58,3.33,5.72
2008-01-14,1073.0,1075.49,1068.74,1072.05,128109,107.44,3.29,6.3
2008-01-15,1072.55,1081.5,1067.72,1074.74,108806,96.84,3.65,5.83
2008-01-16,1071.5,1072.19,1068.01,1071.54,80954,98.76,3.55,6.0
2008-01-17,1065.96,1068.64,1062.22,1066.73,63244,102.8,3.44,5.87
2008-01-18,1071.48,1076.7,1066.04,1069.91,96645,102.3,3.15,5.77
2008-01-21,1068.6,1074.08,1064.53,1072.39,58330,101.29,3.22,6.11
2008-01-22,1069.68,1074.51,1068.04,1069.77,73084,98.0,3.51,6.05
2008-01-23,1068.54,1070.73,1064.03,1067.27,163488,103.18,3.53,5.94
2008-01-24,1071.59,1075.88,1067.7,1071.48,47082,104.55,3.47,6.31
2008-01-25,1072.22,1081.05,1059.88,1067.9,129444,109.48,3.65,5.98
2008-01-28,1077.16,1081.76,1070.9,1074.66,179454,105.56,3.19,5.88
2008-01-29,1072.02,1073.29,1069.07,1072.04,136831,99.07,3.57,6.24
2008-01-30,1075.32,1087.15,1065.55,1074.62,115761,102.26,3.56,6.01
2008-01-31,1074.89,1075.18,1072.09,1073.94,82007,103.78,3.27,6.19
2008-02-01,1077.71,1077.97,1066.61,1076.41,76240,100.55,3.36,5.94
2008-02-04,1069.89,1079.18,1066.34,1075.78,40164,104.23,3.7,5.5
2008-02-05,1074.69,1075.84,1068.7,1075.66,100187,104.04,3.24,5.72
2008-02-06,1071.43,1083.57,1070.51,1076.22,84044,105.37,4.15,6.11
2008-02-07,1077.37,1082.25,1069.55,1073.26,74666,104.31,3.68,5.86
2008-02-08,1075.99,1084.81,1065.55,1076.19,97926,102.99,3.53,5.99
2008-02-11,1075.05,1077.47,1072.28,1075.67,101209,100.69,3.49,6.12
2008-02-12,1078.22,1083.43,1070.28,1075.32,76555,99.05,3.76,5.98
2008-02-13,1073.75,1075.28,1070.68,1072.39,188194,102.86,3.46,5.82
2008-02-14,1060.58,1067.14,1060.32,1064.19,132222,101.39,3.48,5.95
2008-02-15,1063.74,1067.71,1063.01,1063.97,141281,101.64,3.94,5.97
2008-02-18,1072.22,1076.96,1071.23,1073.3,94719,105.11,3.47,5.89
2008-02-19,1070.75,1081.65,1065.72,1076.39,121114,105.7,3.63,5.75
2008-02-20,1074.52,1077.93,1071.56,1076.75,68990,99.18,3.41,5.9
2008-02-21,1075.69,1077.07,1073.9,1076.28,128862,101.75,3.67,5.94
2008-02-22,1076.41,1082.14,1075.92,1076.78,90965,101.19,3.75,5.74
2008-02-25,1075.07,1082.62,1072.67,1079.87,65591,103.03,4.04,5.82
2008-02-26,1080.0,1082.01,1072.54,1076.28,97820,96.61,3.39,5.85
2008-02-27,1080.17,1082.05,1076.88,1080.5,87831,98.58,3.27,5.68
2008-02-28,1083.49,1084.75,1081.76,1083.36,250002,101.91,3.57,5.98
2008-02-29,1087.55,1089.6,1083.9,1086.25,117495,104.14,3.49,5.99
2008-03-03,1086.41,1094.17,1084.21,1088.99,185699,102.33,3.65,5.87
2008-03-04,1090.98,1092.21,1087.51,1089.48,155206,103.82,3.79,5.75
2008-03-05,1091.03,1095.09,1090.75,1092.23,100218,102.6,4.23,6.02
2008-03-06,1091.76,1097.17,1087.5,1094.7,82661,105.28,3.56,6.04
2008-03-07,1095.79,1099.65,1091.27,1093.91,49212,105.81,3.12,5.97
2008-03-10,1098.07,1098.24,1088.05,1093.18,69676,100.2,3.63,5.96
2008-03-11,1096.34,1100.34,1093.33,1093.96,128682,104.3,3.78,6.05
2008-03-12,1102.79,1104.83,1093.75,1099.75,87478,103.3,3.46,5.94
2008-03-13,1094.19,1097.4,1092.97,1095.9,114729,108.34,3.76,5.82
2008-03-14,1086.05,1099.21,1084.83,1091.28,43821,100.13,3.74,5.95
2008-03-17,1097.97,1100.1,1082.31,1093.08,118350,101.81,3.79,5.9
2008-03-18,1100.43,1103.98,1091.37,1093.69,153061,99.52,3.92,5.95
2008-03-19,1099.79,1101.23,1093.92,1094.72,48518,99.65,3.71,6.09
2008-03-20,1094.9,1096.48,1089.72,1096.0,114533,103.04,3.87,5.78
2008-03-21,1091.87,1102.3,1090.93,1095.66,168959,102.59,3.29,5.99
2008-03-24,1098.55,1105.44,1095.31,1102.07,193306,103.36,3.52,5.77
2008-03-25,1091.42,1102.41,1086.22,1096.96,80708,103.36,3.68,5.82
2008-03-26,1094.18,1097.04,1093.6,1094.53,134857,101.5,3.51,6.2
2008-03-27,1099.88,1105.41,1094.61,1094.61,174890,101.48,3.77,6.03
2008-03-28,1088.93,1090.01,1082.07,1089.39,115908,99.71,3.69,5.99
2008-03-31,1091.01,1096.03,1084.62,1090.03,165054,100.38,3.68,5.71
2008-04-01,1100.7,1104.31,1095.54,1096.18,97309,101.93,4.02,5.93
2008-04-02,1095.36,1099.77,1090.95,1096.69,115580,102.56,3.82,5.65
2008-04-03,1104.62,1109.02,1094.67,1097.92,76984,103.83,3.53,5.97
2008-04-04,1100.54,1100.62,1084.46,1094.0,92425,103.62,3.66,5.78
2008-04-07,1092.69,1103.94,1090.81,1093.12,117416,105.99,4.01,6.05
2008-04-08,1090.37,1095.86,1086.41,1092.26,74708,99.68,3.88,5.99
2008-04-09,1093.89,1094.95,1089.69,1091.6,90270,101.54,4.13,5.78
2008-04-10,1095.31,1100.03,1092.16,1096.45,133833,99.85,4.05,6.02
2008-04-11,1095.0,1103.1,1093.18,1098.81,224363,105.24,3.74,6.28
2008-04-14,1100.43,1101.91,1087.41,1096.22,43487,100.81,4.22,5.93
2008-04-15,1101.51,1103.66,1094.36,1097.51,217647,104.94,4.24,6.1
2008-04-16,1100.18,1107.54,1099.12,1099.66,88969,105.67,3.42,5.65
2008-04-17,1099.88,1110.53,1098.68,1104.06,145213,103.02,3.88,6.03
2008-04-18,1105.91,1112.82,1104.73,1110.01,157068,102.66,3.74,5.88
2008-04-21,1108.08,1113.3,1107.66,1107.72,184572,102.05,3.82,5.93
2008-04-22,1103.68,1108.31,1100.79,1105.33,73777,101.18,3.69,6.05
2008-04-23,1100.27,1106.93,1100.04,1101.4,90209,100.92,3.66,5.93
2008-04-24,1104.4,1106.89,1095.03,1101.02,96621,101.65,4.13,5.72
2008-04-25,1105.51,1110.47,1100.54,1103.08,85564,106.56,3.61,6.2
2008-04-28,1112.35,1114.47,1105.57,1107.77,167293,99.35,3.94,5.75
2008-04-29,1104.66,1108.18,1103.75,1107.95,95728,102.46,3.59,5.84
2008-04-30,1106.13,1110.38,1101.37,1107.27,51667,103.74,4.25,5.99
2008-05-01,1110.76,1111.18,1108.1,1108.24,76633,101.24,3.94,5.99
2008-05-02,1107.25,1108.09,1100.85,1105.77,52503,103.01,4.12,6.03
2008-05-05,1119.46,1124.08,1108.06,1114.33,90099,98.12,4.0,5.99
2008-05-06,1110.54,1114.48,1106.56,1109.14,129187,105.25,3.89,6.14
2008-05-07,1116.38,1117.56,1106.91,1110.23,75978,104.76,3.97,6.04
2008-05-08,1119.58,1119.78,1117.19,1117.77,84018,101.6,4.34,5.79
2008-05-09,1121.8,1124.77,1112.7,1118.24,88441,99.65,3.74,5.58
2008-05-12,1117.75,1122.9,1111.06,1118.84,104432,103.82,3.34,5.99
2008-05-13,1118.07,1123.96,1116.27,1118.02,121349,98.98,3.79,6.19
2008-05-14,1120.88,1123.91,1116.3,1117.83,136339,99.34,3.68,5.78
2008-05-15,1128.55,1135.41,1119.23,1123.12,243338,101.66,4.23,5.81
2008-05-16,1118.2,1123.95,1111.87,1115.76,103714,105.67,3.95,6.02
2008-05-19,1122.16,1123.14,1120.47,1122.44,132497,103.41,4.21,6.04
2008-05-20,1122.48,1129.43,1114.68,1117.86,52311,100.23,4.02,6.14
2008-05-21,1110.02,1119.51,1107.33,1117.36,84823,97.65,4.01,6.22
2008-05-22,1111.53,1117.99,1110.83,1116.3,88595,101.97,4.06,6.01
2008-05-23,1121.1,1123.49,1114.83,1118.81,65714,102.47,4.39,5.83
2008-05-26,1114.5,1114.59,1111.28,1114.46,79666,101.7,4.08,5.84
2008-05-27,1118.55,1121.86,1114.58,1116.52,94561,106.38,4.31,5.89
2008-05-28,1124.33,1125.24,1119.89,1124.11,80671,101.46,4.3,6.13
2008-05-29,1121.65,1125.86,1117.56,1119.74,279493,96.13,4.0,5.9
2008-05-30,1118.11,1122.19,1115.68,1120.85,121165,100.8,4.03,6.12
2008-06-02,1121.7,1128.05,1112.7,1119.79,219785,102.97,3.96,5.74
2008-06-03,1125.08,1132.66,1116.09,1121.73,179343,102.78,4.38,6.02
2008-06-04,1126.36,1135.46,1120.65,1122.25,76443,101.36,3.83,5.86
2008-06-05,1127.19,1132.11,1116.7,1120.42,100210,100.97,3.88,6.05
2008-06-06,1123.41,1124.54,1122.16,1122.59,82956,96.8,4.0,5.93
2008-06-09,1131.2,1135.38,1124.68,1130.27,92528,101.94,3.79,6.09
2008-06-10,1124.88,1132.53,1114.98,1130.04,66797,100.88,3.93,5.91
2008-06-11,1131.25,1141.07,1129.7,1133.06,82733,102.32,4.37,5.97
2008-06-12,1128.24,1131.54,1127.19,1128.9,113983,102.97,4.25,6.09
2008-06-13,1129.49,1133.75,1121.55,1125.95,112786,104.87,3.98,5.96
2008-06-16,1126.84,1135.17,1123.04,1128.91,109246,99.35,4.3,5.98
2008-06-17,1137.35,1143.35,1123.21,1134.64,96387,98.45,4.62,6.09
2008-06-18,1136.36,1139.1,1136.35,1136.37,139287,100.23,4.18,5.96
2008-06-19,1135.09,1136.33,1133.3,1135.7,89070,99.83,4.46,5.74
2008-06-20,1136.99,1140.55,1134.34,1136.14,172236,99.6,4.32,5.89
2008-06-23,1131.63,1136.0,1130.76,1132.96,47143,105.31,4.04,5.69
2008-06-24,1134.11,1137.48,1133.72,1135.57,128376,102.04,4.16,5.94
2008-06-25,1133.36,1139.5,1129.44,1139.18,120012,106.57,4.25,6.05
2008-06-26,1137.17,1140.34,1133.83,1138.01,75370,101.64,3.93,5.99
